"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"institution_index__inst_id"	"investigator_index__inv_id"	"institution_data__INSTITUTION_NAME"
"FV 441"	"Celery: Investigation of strategies to control capsid bugs in outdoor crops"	"http://horticulture.ahdb.org.uk//project/celery-investigation-strategies-control-capsid-bugs-outdoor-crops"	"2015"	"2017"	"The Problem: Capsid bugs damage fruit and protected crops in the UK and are also pests of certain species of ornamental plant. Though considered sporadic pests of vegetable and salad crops grown outdoors, recent high incidences of capsid damage in celery suggest that the status of capsids as pests of this crop is increasing, particularly in organic crops. Three species of capsid have been seen in the vicinity of infested celery crops: common green capsid, European tarnished plant bug and what appears to be Orthops campestris, which does not have a common name.  Crop invasion by capsids is unpredictable and relatively little is known about their biology, particularly the biology of O. campestris, which would inform the development of an integrated control strategy for celery, although if the main pest species are common green capsid and European tarnished plant bug then information and techniques developed for strawberry crops might be used.   Current control of capsids in celery relies on the use of a small number of generally broad-spectrum synthetic insecticides.  In organic crops, control is reliant on the use of mesh covers, which work well if applied at the right time and well-sealed.  However, the presence of the covers may exacerbate infection by pathogens such as celery late blight, Septoria apiicola, and reduce crop quality.  The use of crop covers also presents challenges for effective weed control, is expensive and labour intensive.    The aim of this project is to improve current understanding of the complex of capsid bugs that can infest celery crops, identify the key pest species and identify and evaluate approaches to control.   Aims and objectives: Aims: The aim of this project is to: improve current understanding of the complex of capsid bugs that can infest celery crops; identify the key pest species, and identify and evaluate approaches to control.   Objectives: 1. Develop a clearer understanding of the identity and life cycles of the key species of capsid bug which infest celery crops in the UK. 2. Once the key species have been identified, determine the feasibility of rearing them in the laboratory or under semi-field conditions, so that more detailed studies can be undertaken on their life-cycle and on methods of control. 3. Using the information from Objective 1, review possible strategies (including the use of insecticides or crop covers) for managing populations of capsid bugs in the vicinity of celery crops. 4. Evaluate products currently approved for application to celery, novel insecticides and bio-insecticides that might be used on capsid bugs in small-scale field trials, and undertake a small scale study of potential biocontrol agents (predators). 5. Determine the potential and significance of improved monitoring and forecasting of infestations by capsid populations. 6. Identify promising approaches that could be investigated in a subsequent project.  "	"146"	"Collier, Rosemary"	"-1"	"-1"	"Warwick Crop Centre"
"PO 016a"	"The role of environmental factors in the incidence of Pansy mottle syndrome (PaMS) "	"http://horticulture.ahdb.org.uk//project/role-environmental-factors-incidence-pansy-mottle-syndrome-pams"	"2015"	"2016"	"Aims and Objective:  The aims and objectives of this work are: To further investigate the role of selected environmental factors on the incidence of PaMS. To monitor nursery environment (humidity, temperature, light and growing media moisture) within commercial bedding plant production systems and, using regression analysis approaches, elucidate any statistically robust causal relationships between the incidence of PaMS and environment. Benefits to Industry: This project will identify the causal environmental factors which are key to the incidence of PaMS. Identifying the trigger for PaMS will enable growers to amend their production systems to reduce incidence of the syndrome, reducing plant waste and improving nursery efficiency and therefore profit.      "	"146"	"England, Jill"	"-1"	"-1"	"ADAS UK Ltd"
"FV 443"	"Courgettes: Review of blossom end rot - causes and potential solutions"	"http://horticulture.ahdb.org.uk//project/courgettes-review-blossom-end-rot-causes-and-potential-solutions"	"2015"	"2015"	"The Problem: Currently, a problem that has been termed ‘blossom end rot’ results in considerable yield loss in courgettes year on year. No formal work has been carried out to investigate the problem in the UK, and as a result the exact cause of this problem is undefined. Traditional blossom end-rot (BER) is categorised as a ‘physiological disorder’ which is linked to a localised calcium deficiency in the distal part of the fruit.  This could be the cause of BER in courgette, but the standard practice of flower detachment from the end of the courgette after fruit set could also introduce pathogens to the fruit through the flower scar. Growers have reported that damp, humid conditions exacerbate the problem; damp flowers can adhere to the fruit and lead to rapid break down.   Localised calcium deficiency in the fruit can also be linked to the weather (e.g. dull, humid conditions, followed by bright sunshine).  Calcium is dissolved in water and taken up passively (osmosis) by the root system. When the plant is growing rapidly under high sunlight and temperatures following a period of relative inactivity (e.g. dull conditions) the plant is less able to rapidly translocate calcium from the root in sufficient quantities to match the demand from the growing fruit tissues. It could be that a combination of the two factors are contributing to the BER losses observed in the field. Crop husbandry factors which include variety, soil structure, root health, fertiliser and pesticide applications may also play a role in the development of courgette blossom end-rot. A review of the problem and potential causes will be carried out to identify practical techniques that could be implemented to mitigate against BER. Overseas research and technical advice will be sought, as the problem is reported to be less common; these courgette crops are predominantly grown either under protection or in drier conditions compared with open field production in the UK. A final report will be delivered which will identify the plant, husbandry and environmental factors which could be involved and action identify potential solutions; the work may also identify that further research is required to identify practical solutions under UK conditions.   Aims and objectives: Project aim(s): To utilise scientific literature, technical information from both the UK and abroad and specialist grower knowledge to deliver a series of potential solutions to the problem of blossom end rot in courgettes.   Project objective(s): To define the problem of blossom end rot in courgettes and its incidence through grower liaison and review of technical literature. To carry out a literature review covering potential causes of the problem, (covering both nutrition and disease) and exploring treatment/alleviation options from the UK and overseas, which will include information from other crops. To critically evaluate potential solutions for immediate uptake by courgette growers.     Benefits to industry: The causes of the problem are identified Practical intervention could be identified for immediate uptake by the growers Reducing losses to BER would increase revenue and marketable yield Would allow information from a range of sources e.g. UK and overseas growers and from other crop types with significant BER yield losses into a single point of reference. Options would be explored from the growers perspective, ensuring suggested control options are practical and cost effective Results would be collated in a final report An article would also be written for HDC news, and a presentation given at an appropriate outdoor cucurbit event  "	"146"	"Mayne, Sarah"	"-1"	"-1"	"ADAS UK Ltd"
"PE 026"	"A study to review the scientific literature on the environmental risks of releasing non-native species of bumblebee (Bombus terrestris) for crop pollination"	"http://horticulture.ahdb.org.uk//project/study-review-scientific-literature-environmental-risks-releasing-non-native-species"	"2015"	"2015"	"Aims and Objective: The overall aim is to conduct an independent, comprehensive review of the scientific literature relevant to the effects (potential and realized) of releasing non-native species of bumblebees as pollinators in the UK.  The Project objective(s): Collate current knowledge from the scientific literature relevant to the effects of releasing non-native species of bumblebees as pollinators in the UK. Compare the information from (1) against the updated risk assessment of non-native bumblebees prepared for the Great Britain Non-Native Species Secretariat (GB NSS) and identify any relevant information not used in the GB NSS assessment. Identify key gaps in knowledge relevant to the risk assessment of non-native bumblebees released in the UK.  Make findings available to the relevant sectors of the UK horticultural industry Benefits to Industry : Growers of crops that are reliant on the use of bumblebees for pollination will benefit from being provided with independent advice on the environmental risks associated with the release of non-native bumblebees (Bombus terrestris terrestris and Bombus terrestris dalmatinus). Any new information identified, gaps in knowledge, or concerns about the quality of scientific evidence could be fed into government policy making, helping to ensure that any decisions made by government regulators on the licencing of non-native bumblebees is made on the basis of the best available evidence.  The TGA estimate that withdrawal of B t terrestris and B t dalmatinus could lead to losses of 5.3% of annual UK tomato production, equating to a loss of over £4.7 m across the British tomato industry. This would result in some growers making a loss and going out of business. It is therefore of critical importance to the industry (tomato growers in particular but also other sectors dependent on bumblebees for pollination) that decisions on the licensing of non-native bumblebees for release are based on sound evidence. Consumers will benefit from the continued availability of fresh, home-grown, high quality produce. If there are real risks to the environment from releasing non-native bumblebees, then stopping this practice will result in positive outcomes for the environment."	"146"	"Chandler, Dave"	"453"	"-1"	"University of Warwick"
"FV 444"	"Swede: non-destructive detection of brownheart"	"http://horticulture.ahdb.org.uk//project/swede-non-destructive-detection-brownheart"	"2015"	"2015"	"The Problem: The project aims to use ultrasonic measurement techniques to evaluate Swede crops non-destructively to accurately determine the presence of internal defects caused by stresses such as boron deficiency. This technique if successful, would offer an objective method to rapidly evaluate the quality of individual Swedes and minimize crop losses.     Aims and objectives: Aim: To evaluate ultrasound as an effective internal defect detection method in Swede crops Objectives: Assess different ultrasound devices and frequency ranges to verify the technique is a viable method of Brown Heart detection defects in Swede Select appropriate sampling and testing criteria suitable for defect detection based on findings of point 1 Quantify precision and accuracy of methods used for Swede defect detection Quantify statistically, correct positive detection rates of Brown Heart Swede samples Critically evaluate if method presents a viable commercial scale detection system   Benefits to the industry: The aim of the research is to provide a fast, economical, non-destructive method of internal defect determination within swedes. This could lay the foundations for later development of a production line system to identify failing individual roots on a conveyor belt and eject them. Crop losses would be substantially reduced offering the obvious financial benefits to growers and provide quality assurance to retailers. This project will primarily focus on Brown Heart detection in culinary Swedes but the technology can be exploited to detect other defect conditions and other vegetable formats enabling more efficient quality assessment."	"146"	"Holmes, Mel"	"-1"	"-1"	"University of Leeds"
"HNS 187a"	"Evaluating the potential of plant growth regulators to limit plant growth on tree and hedging species"	"http://horticulture.ahdb.org.uk//project/evaluating-potential-plant-growth-regulators-limit-plant-growth-tree-and-hedging-species-0"	"2015"	"2016"	"Aims and Objective: To determine optimum rates and growth stages for the application of growth regulators suitable for use to manage growth of cuttings and transplants of tree and hedging species. To evaluate optimum rates of chlormequat (Stabilan 750) & trinexapac ethyl (Cutaway) on key field grown HNS species To quantify the effectiveness of tank mixing (Stabilan 750) & trinexapac ethyl (Cutaway) for their effect on growth of two field grown deciduous transplanted species (Alnus & Betula).  To investigate the use and optimum timing of plant growth regulators on transplants and one cutting raised subject to prevent excessive growth.  To identify any negative effects of the use of these plant growth regulators. To produce an article for HDC news which summarises and promotes the results of the experimental work. To organise a nursery based open afternoon to allow growers to view the results at the end of the growing season, prior to lifting. This could be part of a wider technology transfer day for producers of field grown stock as provisionally discussed with Wayne Brough (if required by HDC/the industry) Benefits to Industry: Field grown stock is graded by height, so excessive growth can result in stock exceeding height specifications. This can result in extra cost where stock has to be cut back, reductions in profitability, or increased wastage where cutting back is not a feasible option (particularly where stock is destined to be sold as a tree).  Increased control of crop growth and more uniform crop height is thought to reduce grading costs by 5%. Improved growth control should reduce the percentage of stock exceeding 90cm (the maximum transplant height required by the forestry sector); resulting in increased marketability of the crop. As growers within the tree and hedging sector have their own sprayers or use contractors to apply plant protection products, the application of plant growth regulators would not require additional capital investment."	"146"	"Talbot, David"	"-1"	"-1"	"ADAS UK Ltd"
"CP 107b"	"Growing Resilient Efficient And Thriving Soils (GREAT) Soils"	"http://horticulture.ahdb.org.uk//project/growing-resilient-efficient-and-thriving-soils-great-soils"	"2015"	"2018"	"Project summary: Improving the health of soils is fundamental to the agronomic and financial sustainability of horticultural enterprises, as recognised by governments and policy makers. To improve soil health, fertility and function however, we need clear methods and criteria to allow simple, quick assessment and measurement.  With this project we will review and compare current approaches and develop and field test a set of methods, approaches, and tools for soil assessment and management.   Most growers understand the importance of soil, but do not keep up to date with the research and latest best practice. With this project we will inspire and empower growers to improve their soil by translating these methods, approaches and tools, as well as the existing and developing soils research, into clear, practical information and training resources for growers which will complement the subject-specific HDC factsheet series.   The project partners combine a wealth of experience in soil based research, knowledge exchange and communication that will enable them to effectively deliver the aims of the project.   Aims and objectives: Aims: The overall aim of this project is to inspire and support fruit and vegetable growers (primarily) to develop the ability and confidence to assess the health of their soils and take practical action to improve their soil management strategies.   Equipped with an improved understanding of soil health, they will be able to choose appropriate m ethods to enhance and maintain the health of their soils; which is key to good crop health, yield and quality.   The project will: ·evaluate soil assessment methods for growers ·improve growers’ confidence in ‘reading the signs’ ·offer the opportunity to practise assessment methods with colleagues and advisors ·engage with, and disseminate the methods and approaches to a wide range of levy payers, growers, advisors and other stakeholders ·develop methods and approaches for practical soil analysis and evaluation to enable confident choice of management options.     Objectives:   1  Review. This work package will produce a comprehensive synopsis of existing soil health assessment methods and strategies, based on a recently completed literature review1  and other recent papers, reviews and techniques developed by research organisations or commercial companies.   (Year 1) Led by Organic Research Centre.   2    Develop an integrated approach to soil health assessment and improvement.   2.1 Grower consultations (held as workshops). Together with practitioners we will critically review and evaluate existing methods and approaches for assessing, benchmarking and improving soil health in a whole farm/system approach. We will do this in close collaboration with growers and advisors to determine the usefulness, efficiency and applicability of the methods and approaches during a series of four workshops across the UK.   2.2 Field testing of the approaches identified in 2.1. The soil assessment methods identified in 2.1 will be field tested during two growing seasons, 2016 and 2017. The field tests will be conducted on six farms across the UK, taking various soil types, growing regions and growing systems into account. This will identify usability, relevance and acceptance of the identified methods, but also serve as training and dissemination opportunities for field lab events.   2.3 Using all information gained from the grower workshops and field trials, we will develop and agree common methods and approaches for improved and comprehensive soil health measurement, as well as a range of strategies to maintain and enhance soil health in UK horticultural systems. (Year 1) Led by Organic Research Centre   3  Development of KE strategy and materials.   The project team will develop an agreed KE strategy and materials to disseminate information on best practice in measuring and managing soil health in soil-grown horticulture following consultation with HDC and levy payers. We plan to use existing, proven KE tools and will consult widely with HDC, growers, agronomists and other KE professionals on this, alongside using novel approaches and methods. The exact approach will be developed following consultation, as the project progresses, but at present, we propose to:   3.1 develop outline plan for a UK-wide KE Programme, to include blend of KE methods (years 1 and 2)   3.2 produce six case studies on effective soil health measurement and strategies for improvement (years 1 and 2)   3.3 produce six guidance notes on costs and benefits of improving soil health at farm level (years 1 and 2)   3.4 develop online hub on soil health measurement and management for HDC levy payers. (Years 1 -3)   3.5 develop detailed plan for grower events (including workshops/farm walks/ field labs) (Year 1)   3.6 develop a detailed plan for representation and attendance at existing key events, thereby maximising resources (e.g. Crop Association conferences, National Soil Symposium, Tillage Live) (Year 1)   3.7 develop a media plan for targeted and timely press articles in a range of publications including The Grower, The Vegetable Farmer and Farmer’s Weekly (Year 1)   3.8 develop innovative KE routes harnessing use of Twitter, YouTube, Flickr and blogging (Years 1 - 3) (Year 1 + 2) Led by Earthcare Technical.   4  UK wide KE programme   Deliver a UK wide KE programme. In year 1 this will use existing material and proven methods. In year 2 and 3 we will follow the strategy developed under objective 3, making use of new materials and toolkit.  (Years 1 - 3) Led by Soil Association. Key elements of the proposed delivery programme are set out below:   4.1 Soils Roadshow – attendance at 18 events   4.2 Twenty four interactive one-day workshops   4.3 Three “Youtube” films   4.4 Four online presentations or webinars   4.5 Five Field labs (target 10 farmers over 4 dates)   4.6 Media campaign   4.7 Develop advisors to support growers post project   For information on Grower consultation events please click here."	"146"	"Raskin, Ben"	"-1"	"-1"	"Soils Association Ltd"
"HNS 193"	"Nutrient management in Hardy Nursery Stock (NutrHONS) project"	"http://horticulture.ahdb.org.uk//project/nutrient-management-hardy-nursery-stock-nutrhons-project"	"2015"	"2018"	"The Problem: The project aims to provide nurserymen with practical methods of nutrient monitoring to measure the plant uptake and adjust nutrient applications accordingly.  The project will initially carry out a world literature review of monitoring techniques and crop performance data against nutritional inputs. From the review those techniques that provide practical and useful methods will be assessed on a number of crops to validate their practical use for growers on a nursery. In the final part of the work a range of nursery crops, at various nursery locations in both the UK and Europe, will be assessed and monitored using the techniques to validate their usefulness, and to give Nurserymen an initial set of tests to start developing on-nursery monitoring schemes. Recommendations for further work beyond year three will be included.   Aims and objectives: Aims: To provide growers with a clear insight into the types of monitoring techniques which can be used on nurseries, how these may compare to laboratory results and to achieve a 'blueprint' for good nursery practice in the understanding of fertilisation and monitoring of nutritional status of crops. Objectives: 1. Review the information which is already available surrounding the 'aims' above. 2. Make recommendations from '1' above on scheme for practically monitoring nursery crops 3. Test the recommended protocols on example crops at a number of geographically different locations 4. Select and validate the techniques on specific nursery sites and across a wider number of geographical locations and with a wider range of plant subjects.   Benefits to the industry:   The levy payer For a considerable period of time HONS nurseries have struggled to really make use of and/or benchmark their crop performance, with laboratory or on nursery nutritional indictor tests. Whilst various monitoring schemes have been available they have not been particularly nursery friendly and have often been undertaken remotely from actual staff on nurseries. The aim of this work is to demystify the techniques available and through on-nursery demonstrations of the use of techniques allow nurseries to adopt best practice in the monitoring and development of their crops. This may well involve some ‘quick’ on nursery tests supported by laboratory measurement.  It is expected that the project will enable nurserymen to reduce nutrient input costs as they match applications to crop requirements.    The consumer For the consumer this should lead to even higher quality standards for the produce with enhanced shelf life. Environmentally it is anticipated that there will be a better understanding of leaching of fertilizer risks and how to reduce and or eliminate such losses and to better match fertilizer inputs to crop requirements.   The environment With the Belgian site already meeting the requirements of the Water Framework Directive the project will bring to the UK nurseryman valuable experience gained over several years on nutrient levels and applications to  HONS subjects that result in reduced nutrient discharges."	"146"	"Adlam, John"	"-1"	"-1"	"Dove Associates"
"CP 107c"	"Soils Programme: Precision farming technologies to drive sustainable intensification in horticulture cropping systems"	"http://horticulture.ahdb.org.uk//project/soils-programme-precision-farming-technologies-drive-sustainable-intensification"	"2015"	"2018"	"The Problem: Technological innovation offers growers new opportunities to increase productivity and profitability. This project will evaluate the current and future potential of precision farming techniques to improve soil and nutrient management in horticulture. Phase One will include: • A soil structure survey to assess soil structural condition under horticulture cropping systems and to establish a baseline of current soil management practices. • A review of available precision farming techniques and their potential application to horticulture. The review will engage with industry, including the precision farming companies and machine manufacturers, growers, consultants and researchers to evaluate the potential for precision farming techniques such as controlled traffic farming, soil mapping, remote sensing of crop canopies, variable rate inputs and yield mapping, to increase crop marketable yield and profitability. In Phase Two (years 2 & 3) the techniques with the greatest potential for uptake will be demonstrated and evaluated in field experiments on six commercial farms. The project will draw on the expertise of a steering group of growers, researchers and independent consultants to inform the project and provide guidance on the selection of sites/techniques for field experimental work. A targeted knowledge transfer programme including six field trial open days and associated literature will facilitate rapid and widespread uptake of precision techniques within horticulture.   Aims and objectives: Aim: The overall aim of this project is to evaluate the current and future potential of precision farming techniques to optimise soil and nutrient management for improved profitability and sustainable intensification of horticulture crop production systems.   Objectives: Phase One: Field survey of soil structural condition in horticulture and review of precision farming techniques for improved soil and nutrient management (first 14 months) Objective 1. To assess the structural condition of horticultural soils and establish baseline information on typical soil management practices across a range of horticultural crops (perennial, biennial and annual). Objective 2. To review the current commercially available precision farming techniques used for soil and nutrient management and to assess their potential application in horticulture cropping systems. Objective 3. Collate the outputs from the soil structure survey (Objective 1) and review (Objective 2) into a practical user friendly ‘Guide to improved soil and nutrient management in horticulture’. Phase Two: Field demonstration experiments to quantify the benefit of selected precision farming techniques for improved soil and nutrient management in horticulture cropping systems (years 2 and 3) Objective 4. Project steering group meeting to agree the soil and nutrient management techniques to be assessed in field demonstration experiments on commercial farms in Phase Two of the project (Objective 5). Objective 5. To carry out 6 field demonstration experiments to quantify the benefits (crop yield and quality and farm profitability) and trade-offs of selected soil and nutrient management precision techniques compared with conventional production on commercial farms (3 sites per year over 2 years). Objective 1 and 2 are independent of each other and of the other objectives. Objective 3 is dependent on the successful outcome of Objectives 1 and 2. Phase Two work (Objectives 4 and 5) is dependent on the successful completion of Phase One (Objectives 1-3).  "	"146"	"Sagoo, Lizzie"	"-1"	"-1"	"ADAS UK Ltd"
"FV 440"	"Lettuce and baby leaf salads: Investigation into control measures for Silver Y moth and caterpillars"	"http://horticulture.ahdb.org.uk//project/lettuce-and-baby-leaf-salads-investigation-control-measures-silver-y-moth-and-caterpillars"	"2015"	"2017"	"The Problem: Damage caused by the Silver Y moth and other caterpillar species can result in unacceptable leaf damage in outdoor baby leaf and lettuce crops, where there is zero tolerance for either the presence of, or visible damage from, these pests.  Loss of active ingredients has left the industry with a limited list of insecticides which are not effective and all have long harvest intervals. This is resulting in poor control of these pests in UK crops. The overall aim of the project is to provide growers of lettuce and baby leaf salad crops with the tools (decision-support and control methods) to improve overall control of silver Y moth and other pest caterpillars.  A relatively large and diverse project consortium has been assembled.  This will maximise the opportunity for collecting meaningful information that is of direct relevance to growers.  The consortium includes research organisations, consultants, growers and members of the wider industry (e.g. provision of monitoring systems).  The focus will be on novel control agents (insecticides and bioinsecticides), some of which have been identified in the SCEPTRE project, and on the use of monitoring approaches to improve the identification of potential problems and aid decision-making with regard to treatment.  The project will also evaluate the performance and utility of a novel system for monitoring pest moths using pheromone traps.  The project team will investigate other monitoring and control mechanisms which may be effective and the consortium will make recommendations for how they might be developed through future research, as additional detailed investigation is likely to be outside the scope of this project.  Whilst most pesticide efficacy trials will be undertaken on research sites, the majority of pest and crop monitoring will be undertaken on commercial holdings.  If there are opportunities to undertake small evaluation trials on commercial holdings, these will be taken.  All project participants and other interested parties will be invited to a ‘brainstorming’ workshop at the start of the project and this will also include a short demonstration on the novel pheromone trapping system.  The output from the project will be presented at at least one industry meeting.  In addition to the annual and final reports, the consortium will produce at least one article for HDC News and a factsheet on an improved strategy for control of silver Y moth and other caterpillars.   Aims and objectives: Aims:  The overall aim of the project is to provide growers of lettuce and baby leaf salad crops with the tools (decision-support and control methods) to improve overall control of silver Y moth caterpillars and other pest caterpillars.    Objectives: 1. Liaise with agrochemical companies and crop protection specialists to identify experimental conventional pesticides which may show efficacy in controlling caterpillars. 2. Consider the use of novel, approved or near market, biological control products which might be beneficial in reducing the risk of pesticide residues.  3. Gather accurate and detailed data during the project by undertaking thorough assessments which will be statistically robust. 4. Carry out suitable, randomised and replicated, field trials in both baby leaf and lettuce crops to measure the efficacy of the chosen treatment regimes. 5. Develop a risk-based spray-decision-making system linked to trapping of moths and measure its efficacy, via field trials, against normal pest control practice. 6. Investigate other monitoring and control mechanisms which may be effective and make recommendations for how they might be developed through future research. 7. Engage and communicate with growers and other members of the industry.   Benefits to industry: The proposal has been submitted in response to a call by the HDC to carry out studies to investigate potential mechanisms for the control of Silver Y moth (Autographa gamma) in Baby Leaf crops and other caterpillar species in outdoor lettuce. The benefits of a successful outcome to the project will be improved quality of crops marketed and fewer crop losses and rejections.  The aim is to deliver the results back to the growers by engaging them fully in the project from the beginning.  In addition, the wider industry will be informed through the annual and final reports, articles in HDC news, a factsheet and at least one open industry meeting.  Whilst the project will focus on pests of baby leaf and salad crops, it will have implications for caterpillar control on other crop types, both with regard to control methods and the approaches used to monitor the pest species and make decisions about control.  "	"146"	"Collier, Rosemary"	"-1"	"-1"	"Warwick Crop Centre"
"FV 445"	"Carrots: Optimising control of willow-carrot aphd and carrot fly"	"http://horticulture.ahdb.org.uk//project/carrots-optimising-control-willow-carrot-aphd-and-carrot-fly"	"2015"	"2016"	"Project summary: Carrot and related crops are infested by three ‘main’ pests; carrot fly, willow-carrot aphid and cutworm.  The risk of infestation by all three pests varies with season and geographical location.  Cutworms in particular are sporadic pests.   Until quite recently, control of carrot fly (Psila rosae), has relied on using pyrethroid insecticides, applied either as seed treatments or foliar sprays (lambda-cyhalothrin, deltamethrin, tefluthrin seed treatments).  The addition of a new active (Coragen®) has offered the industry another tool to control this pest and could reduce the risk of resistance developing through reliance on just one group of insecticides.  However, it seems that despite the addition of a new active ingredient to their armoury, some growers have been finding it more difficult to control carrot fly in recent years.  Finally, the SCEPTRE project has identified a number of new active ingredients for control of vegetable pests.  However, carrot fly was not considered as part of this project and so there is an opportunity to explore some of these insecticides for their performance against carrot fly.   Willow-carrot aphid usually infests carrot crops during May-June following the migration of overwintered aphids from their winter host, willow.  Willow-carrot aphid provides a threat to crops through its presence, direct damage and the transmission of several viruses, which have been implicated in crop damage.  Again some insecticides are approved already for application of foliar sprays to control willow-carrot aphid and others have been identified in SCEPTRE, of which some of these are progressing towards approval.  Growers are also able to import seed treated with thiamethoxam (Cruiser) to control aphids and this treatment may have activity against first generation carrot fly.  Apart from direct efficacy of the aphicide treatments there is an additional question about the control of virus transmission.   The aim of this project is to evaluate a range of strategies for deploying approved products for aphid and carrot fly control to optimise timing and thereby efficacy, and to determine how novel actives might be incorporated into programmes in future.  A sub-objective is to determine whether using PCR tests to estimate virus incidence is a good way of evaluating the impact of certain insecticides/treatment programmes on virus transmission. The results of the proposed project will be disseminated to growers via several HDC channels including the project report, an article in HDC News, a talk at a grower meeting and updated information associated with the carrot fly and willow-carrot aphid forecasts published on the Syngenta website at present.   Aims and objectives:   Project aim(s): The aim of this project is to evaluate a range of strategies for deploying approved products for aphid and carrot fly control to optimise timing and thereby efficacy and to determine how novel actives might be incorporated into programmes in future.   Project objective(s): Objective 1      Evaluate insecticide treatment programmes applied to control willow-carrot aphid, their impact on virus transmission and their role in control of first generation carrot fly.  Determine whether using PCR tests to estimate virus incidence is a good way of evaluating the impact of certain insecticides/treatment programmes on virus transmission.   Objective 2      Evaluate insecticide treatment programmes to control second, and potentially, third generation carrot fly.   Benefits to industry: In the British Carrot Growers Association Research and Development Strategy (2012 – 2015) aphids and carrot fly are targets for R & D.  Both can result in significant loss of quality and thereby yield. Aphid transmitted virus is a top priority.   The results of the proposed project will be disseminated to growers via several HDC channels including the project report, an article in HDC News, a talk at a grower meeting and updated information associated with the carrot fly and willow-carrot aphid forecasts published on the Syngenta website at present."	"146"	"Collier, Rosemary"	"-1"	"-1"	"Warwick Crop Centre"
"SF 158"	"Optimising the use of integrate pest and disease management in cane fruit production systems: 2015-2020 "	"http://horticulture.ahdb.org.uk//project/optimising-use-integrate-pest-and-disease-management-cane-fruit-production-systems-2015-2020"	"2015"	"2020"	"Summary: The cane fruit industry in the UK is worth in excess of £90 million, combined pest and disease damage leads to an average annual yield losses of 5 - 20 % through direct damage to fruit, leading to wastage but also loss of plant vigour and therefore yield. Reducing losses through improved crop protection of common pests and diseases could potentially increase the value of the industry by £4.5 to £13.5 million.  With the threat of losing key pesticides under the ongoing review under EC directive 1107/2009 and endocrine disruptor definition, integrated approaches will become increasingly important.  However, the occurrence of spotted wing drosophila (SWD) calls the future of Integrated Pest Management (IPM) and non pesticidal approaches into question particularly as cane fruit are some of the most susceptible crops to SWD damage.  The development of approaches which can enable the continued decrease in reliance on pesticides in spite of SWD, and other yet to be identified new pests or diseases, is critical in order to maintain minimal residues and sustainable management of pests and diseases. Aims and Objectives: To advance and optimise on-farm integrated management of key pests and diseases of cane fruit. In years one and two the specific objectives and aligned tasks are: Objective 1:  To investigate the infection process of Phytophthora rubi to inform the use of alternative or supplementary means to the use of chemical plant protection products for reducing the level of root rot in raspberries. Task 1.1: To elucidate whether more-susceptible varieties cause greater attraction of P. rubi zoospores than more-resistant varieties; Task 1.2: To determine if selected elicitors and nutrients have a detrimental effect on P. rubi infection; Task 1.3: To determine if or how selected fungal and bacterial supplements or microbial plant protection products have a detrimental effect on P. rubi infection; Task 1.4: To determine whether chemical and biological products used in a programme can have a more detrimental effect on P. rubi zoospore attraction or plant infestation than multiple applications of a single product; Objective 2:  To develop and maintain IPM approaches to successfully control two spotted spider mite whilst controlling spotted winged drosophila (SWD) and capsids with insecticides. Task 2.1: To investigate consequences of SWD control strategies on two spotted spider mite populations on a commercial holding already dealing with the pest; Task 2.2: To develop compatibility strategies for biocontrol of two spotted spider mite by predatory mites with insecticide sprays for SWD and capsids; Objective 3:  To develop and combine novel and current IPM approaches to successfully control blackberry leaf midge; Objective 4:  To investigate strains of Verticillium spp. and thresholds for infection in cane fruit crops Objective 5:  To disseminate research results to growers and translate research outputs into practical ‘ready to use’ techniques for immediate uptake on farms. Development of these themes and further priority targets will be selected and objectives set for later years of the project in consultation with the programme management group (PMG)   "	"146"	"Wedgwood, Erika"	"887"	"-1"	"ADAS"
