"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"investigator_index__inv_id"	"institution_index__inst_id"	"institution_data__INSTITUTION_NAME"
"RD-2012-3780"	"Combating insecticide resistance in major UK pests"	"http://cereals.ahdb.org.uk/publications/2013/april/22/combating-insecticide-resistance-in-major-uk-pests.aspx"	"2013"	"2015"	"  The problem Despite considerable efforts to diversify pest control by alternative methods, insecticides remain key tools for insect management in many crops.  However, efficacy is threatened by insecticide resistance.  There has been rapid progress in techniques to diagnose insecticide resistance and several (DEFRA-CRD and levy funded) projects monitor resistance in various pest species. Several limitations hinder the translation into practical guidance to constrain resistance, for example monitoring but does not directly provide guidance on anti-resistance strategies; assessment of risk is still fraught with uncertainties; choice of anti-resistance strategies is often based on fragmentary evidence from a few key pest species. Guidance needs to be strengthened and extended to all major pest problems. Project aims Our overall aim is to maintain effective chemical control of economically important pests of agriculture and horticulture by using appropriate insecticide resistance management strategies.  This will be achieved by the following objectives: 1. Compare the net benefit of different insecticide resistance management strategies for insects with contrasting life-histories and damage implications 2. Develop a method to assess insecticide resistance risk based on objective and measurable criteria  3. Transfer the new knowledge of anti-resistance strategies and risk assessment to the relevant end user communities Approach 1. Models will be applied, using existing data sets, to compare the effectiveness of resistance management strategies on resistance development for groups of pests sharing similar traits influencing their epidemiology and evolution 2. Construct and analyse a data base of insecticide resistance cases together with a quantification of those characteristics (traits) of the (i) pest species, (ii) insecticide, and (iii) agronomic system, which are likely to determine the risk of resistance.  This will generate and test a method to predict the risk of resistance development that is validated using past case-histories 3. Subject the findings to peer review, to ensure they are sound, and translate the resulting knowledge in an appropriate form for dissemination to levy payers and their advisers, by AHDB, CRD and IRAG Benefits to the industry The project will strengthen resistance management and contribute to maintaining effective chemical control of key pests. View printer friendly versions of these publications"	"146"	"Paveley, Neil"	"-1"	"-1"	"ADAS"
"216-0007"	"Optimising sulphur management to maximise oilseed rape yields and farm profitability (OPTI-S)"	"http://cereals.ahdb.org.uk/publications/2014/june/05/optimising-sulphur-management-to-maximise-oilseed-rape-yields-and-farm-profitability-(opti-s).aspx"	"2013"	"2016"	"The challenge There are three challenges regarding the use of sulphur (S) on oilseed rape in particular:   The project This project aims to develop improved guidance to farmers on sulphur (S) management through additional S rate response field experiments and by further improving information on the S supply from applications of organic materials. There are three parts to the project: The organic materials being trialled are: Autumn applied - Spring applied (top-dressed) - The benefits Collectively, the results of the project will provide up to date information on the S requirement of oilseed rape and enable farmers to make better use of the S supplied by organic materials. This improved guidance is likely to result in a reduction in fertiliser S applications to crops receiving applications of organic materials, as farmers will have the information to estimate the supply of crop available S from applications of organic materials and reduce their manufactured fertiliser S use accordingly. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"216-0004"	"Cost-effective phosphorus management on UK arable farms (Sustainable-P)"	"http://cereals.ahdb.org.uk/publications/2014/march/05/cost-effective-phosphorus-management-on-uk-arable-farms-(sustainable-p).aspx"	"2013"	"2018"	"The challenge In the last 30 years, fertiliser phosphorus (P) inputs to arable land been have halved. This is mainly because fewer fields are receiving P treatment. Over the same period, average arable crop yields have been maintained or increased. To date, there is little evidence of decreasing soil P but farmers are concerned that they may be approaching a ‘cliff edge’ of P deficiency, so that yields may soon become reduced unless P applications are resumed or increased. Fertiliser Manual (RB209) P recommendations for arable crops in England and Wales treat all soil types the same in terms of soil analytical method, critical soil P levels and advised rates of P application. However, basing current P fertiliser policy on a P-balance approach may not be right for all situations. First principles, extensive farm experience and some recent trial results indicate that soils differ, at least in rates of soil P decline and quantities of P-balance (inputs minus off-takes) required to change soil P levels. HGCA has invested in two on-going projects on P: Critical-P (Project 3554) to check whether P levels differ by soil type and Targeted P (Project 3454) to research more efficient P fertiliser products and management strategies. This project will integrate both projects, exploit established trial sites, and consolidate and extend the research. The project The specific objectives of the project are to: The benefits The primary beneficiary from this work will be arable farmers with combinable crop rotations who will be able to decide more confidently: There will also be benefits to the environment and society as reduced application is often linked to improvements in water quality. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"3530"	"Automating nitrogen fertiliser management for winter cereals"	"http://cereals.ahdb.org.uk/publications/2010/march/10/automating-nitrogen-fertiliser-management-for-winter-cereals.aspx"	"2010"	"2014"	"  The problem Precision farming has long held the promise of improving N fertiliser management hence yields and profit. Whilst a range of approaches are now being used on-farm to address spatial variation in N fertiliser application to cereal crops, there is not yet a comprehensive system that determines absolute N amounts and timings. Project aims To improve profitability through increased yields and optimised N inputs by developing validated commercially-viable systems for automated, fine-scale adjustment of fertiliser N applications to autumn-sown cereal crops. Approach Field experiments will be established, firstly to explain in-field variation in soil N supplies and optimum fertiliser N requirements, and whether grain N% provides a useful post-mortem on optimum N use. Secondly, to investigate the effects of genotypes, sowing dates and establishment on Green Area Indices and soil-adjusted vegetation indices. The resulting automated N management systems will then be validated using on-farm comparisons with uniform N management. Benefits to the industry Current precision of N fertiliser use is such that 43% of crops are fertilised within 50 kg/ha of the optimum N rate, automation could improve accuracy to 74%. View printer friendly versions of these publications"	"146"	"Kindred, Daniel"	"-1"	"-1"	"ADAS"
"2130002117"	"The Fertiliser Manual (RB209) review"	"http://cereals.ahdb.org.uk/publications/2016/march/07/the-fertiliser-manual-(rb209)-review.aspx"	"2015"	"2016"	"The challenge The Fertiliser Manual (RB209) is unquestionably the most trusted nutrient management guide in the UK. Currently, the challenge is that: • Revision of RB209 is infrequent and unplanned • Crop nutrient management research in the UK is uncoordinated • New research is slow to inform revision of RB209 • The usefulness and credibility of RB209 can be eroded if the status quo continued. The project The Fertiliser Manual (RB209) provides industry standard recommendations for arable and horticultural crops in England, Wales and Northern Ireland and for grassland in England and Wales. This project will review the current recommendations and additional relevant research with a view to revising RB209 and producing the AHDB Nutrient Management Guide to be released in 2017. The new guide will provide practical, robust and clear information on nutrient management to optimise economic production and minimise environmental impact by reduced nutrient loss. The review and revision of RB209 will comprise six work packages: (i) principles of crop nutrient management; (ii) organic materials; (iii) grass and forage crops; (iv) cereals and oilseeds; (v) potatoes; and (vi) horticulture. Research undertaken since 2009 will be critically evaluated for each work package with the quality of the data assessed in terms of its relevance and procedures used to provide robust scientific outputs. The benefits Growers and producers across all sectors will benefit from updated fertiliser recommendations that reflect the responses of current crop varieties to manufactured fertilisers and nutrients supplied from soil, air, crop residues and manures; and recent changes in soil and manure management practices (e.g. reduced tillage and slurry separation using new techniques and substrates). For arable, grassland, forage potato and horticulture crops this will result in higher crop yields and/or reduced inputs costs, due to better timing or amount of fertiliser applied and improved nutrient use efficiency. Advisers of all crop sectors will benefit from an improved manual that will enable them to provide accurate and up to date recommendations of greater relevance to their farmer clients, particularly for sectors with which they are less familiar. Crop and environmental scientists will benefit from a document that forms the basis of best practice in nutrient management planning against which to compare current practices and deduce implications for sustainable intensification, farm profitability and environmental impacts. Consumers will benefit from better quality produce and a lower risk of nutrient use polluting the environment. View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"ADAS"
"216-0006"	"Updating N fertiliser management guidelines for winter barley"	"http://cereals.ahdb.org.uk/publications/2014/march/05/updating-n-fertiliser-management-guidelines-for-winter-barley.aspx"	"2013"	"2017"	"The challenge Fertiliser Manual (RB209) nitrogen (N) recommendations for winter barley have not been updated for around 30 years. Since then, variety yield potential for both feed and malting varieties has increased and hybrid varieties have been introduced. There is now substantial evidence from several sources that the recommendations are out of date in terms of both timing and rate. Basing decisions on outdated information could be leading to a significant amount of unrealised farm profit. For the UK winter barley industry, this unrealised farm profit is estimated at approximately £25 million per year. The project The aim of this project is to review existing evidence and generate new data in order to update the Fertiliser Manual N management recommendations for winter barley. The specific objectives of the project are to: The benefits Growers of winter barley will benefit from the improved understanding of N rates and timings produced by this project. This improved knowledge will help growers obtain higher yields and grain quality and, ultimately, profits. Additional profits may also be achieved as a result of greater straw yields. This work will also help to increase the viability of winter barley to more growers. This could lead to rotational benefits as barley is usually a better entry crop for oilseed rape than winter wheat. Including winter barley in the rotation can also help to spread workloads, especially at harvest. Agronomists will benefit by having more up-to-date and reliable information to use. Malting and distilling barley end users will benefit as the guidelines will help growers to achieve the grain N specifications more consistently. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"1100005"	"Sustainable Agriculture Research and Innovation Club (SARIC)"	"http://cereals.ahdb.org.uk/publications/2016/march/07/sustainable-agriculture-research-and-innovation-club-(saric).aspx"	"2014"	"2019"	"The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. The Sustainable Agriculture Research and Innovation Club (SARIC) is a joint BBSRC and NERC initiative to support innovative projects that will provide solutions to key challenges affecting the efficiency, productivity and sustainability of the UK crop and livestock sectors. The project The agricultural industry has a significant impact upon the UK’s economy and environment. The industry has around 150,000 businesses in the UK, which is 6% of the total, and employs 660,000 people. The sector contributes £9.9 billion to UK GDP through production of both livestock and crops. In 2014 the Utilised Agricultural Area was 17.2M hectares, which is 71% of land in the UK. SARIC was created as a public-private partnership that will enhance the efficiency, productivity and sustainability of our agricultural systems. The club will enable the UK research base to contribute to the substantial innovation opportunities connected with the sustainable intensification of agriculture. Over five years SARIC will invest in activities in the research base that translate existing knowledge and generate new insights to benefit the UK. The activities will bring together multidisciplinary teams in novel collaborations with expertise from the biological, environmental, economic and social sciences. The benefits BBSRC, NERC and ESRC have a strong record in managing collaborative research programmes, including the Research Innovation Club mechanism. Companies report a range of significant benefits from their engagement with the Research Councils: • Capacity to influence research in important strategic areas • Knowledge on the progress of relevant research projects and early access to results • Opportunity to work with leading researchers and to build strong relationships with them • Opportunity to identify the best potential industry recruits • Guidance on other Research Council activities and funding opportunities • Promotion of companies through relevant activities, objectives and outputs View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"RD-2008-3575"	"New wheat root ideotypes for improved resource use efficiency and yield performance in reduced input agriculture."	"http://cereals.ahdb.org.uk/publications/2012/march/12/new-wheat-root-ideotypes-for-improved-resource-use-efficiency-and-yield-performance-in-reduced-input-agriculture.aspx"	"2011"	"2015"	"The problem Cereals account for 70% of the world’s food production and in the UK, wheat is the single largest crop. Significant challenges for wheat breeding are to stabilise yield in a changing and less predictable climate; reduce dependence on limited water and mineral resources, and to reduce CO2 emissions. These considerations are tending to drive crop production towards reduced input regimes, particularly the use of NPK fertilisers. Although recent wheat prices have been very good, this has been partly offset by the rising prices of fertiliser which have doubled since 2006. Project aims The aim of this project is to determine the impact of wheat root growth and morphology on the efficiency of nutrient uptake and hence yield and to explore how this interacts with selected environmental and agronomic parameters. This project will assess the level of genetic variation for root development in a range of wheat genotypes in controlled environments and assess the performance of a sub-set of lines with contrasting root characters under field conditions. Benefits to the industry This project will add important information on the contribution of roots to the performance of the wheat crop in the UK. Significantly, it builds on an extensive body of existing research projects, each of which has benefited from wide-ranging engagement with industry. Since the impact of root growth and morphology on plant development in general and on crop yield in particular is a relatively under-developed field, the outputs from these studies will provide important data for future crop improvement programmes. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"NIAB TAG"
"RD-2007-3454"	"Improving the sustainability of phosphorous use in arable farming"	"http://cereals.ahdb.org.uk/publications/2012/november/08/improving-the-sustainability-of-phosphorous-use-in-arable-farming.aspx"	"2010"	"2015"	"  The problem   An increase in global demand for food coupled to concerns regarding finite reserves of phosphate rock and increasing fertiliser prices mean that the farming industry must strive to improve phosphate use efficiency. Project aims   This project aims to determine if using fertiliser placement and novel fertilisers farmers can maintain soil at P index 1 (as opposed to 2) whilst consistently achieving optimum yield. The benefits Improved phosphate use efficiency could lead to lower phosphorus inputs and reduced risk of environmental pollution. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"2140033125"	"A review of the benefits, optimal crop management practices and knowledge gaps associated with different cover crop species"	"http://cereals.ahdb.org.uk/publications/2016/february/26/a-review-of-the-benefits,-optimal-crop-management-practices-and-knowledge-gaps-associated-with-different-cover-crop-species.aspx"	"2015"	"2016"	"The challenge There is a renewed interest in cover crops in the UK as a way to improve nutrient cycling, soil structure, weed control, increase soil organic matter and meet environmental regulations. However, there is a demand from growers for information on the benefits and returns from cover crops and guidance on species/mix selection, establishment, management and destruction of the cover crop. The project This review of relevant international, UK and unpublished literature will:        The benefits The overall aim of the review is to distil cover crop knowledge into practical guidance for growers, about optimum cover crop management for different farming systems and environments. View a printer friendly version of this publication"	"146"	"White, Charlotte"	"-1"	"-1"	"ADAS"
"216-0005"	"Using farm experience to improve N management for wheat (LearN)"	"http://cereals.ahdb.org.uk/publications/2013/august/22/using-farm-experience-to-improve-n-management-for-wheat-(learn).aspx"	"2013"	"2018"	"    The challenge Current systems for nitrogen (N) recommendation, whilst correct on average, conceal large variations in actual field N requirements. There is increasing evidence that some farms may consistently need more N than advised by the Fertiliser Manual (RB209) to achieve higher profitable yields. Other farms may consistently need less N, so savings in N fertiliser use could be made. The recent HGCA Yield Plateau (PR502) and Defra Green Food Project reports suggest that insufficient N fertiliser may be limiting yields on some farms. Farmers need to be able to determine whether or not they are getting N management right on their farm and this project will aim to help them achieve this.  The project The project will use a novel on-farm ‘strip trial’ approach that compares the standard N rate against 50kg/ha more and 50kg/ha less applied N to alternate tramlines. The work will help answer the question: ‘To what extent is N application rate constraining farm yields?’ The approach will be tested on 18 fields per year for four years across six farms to provide a detailed structured core dataset that can be used for validation. An associated network of around 12 farms will also use the approach to help provide wider evaluation, gauge variability in field-average N requirements, determine how the N optimum might be predicted and obtain feedback on how practical the approach is.  Measurements will include soil mineral N, mineralisable N, soil organic matter, soil N%, grain protein content and, where possible, canopy reflectance. Analyses will examine whether these measurements have value in indicating likely N requirements and in identifying fields or farms where N requirements are higher or lower than current recommendation systems would predict. The benefits Through this project, it is hoped that validated techniques and measures will be developed which will allow farmers to better know the N requirements of their crops. The work should give farmers greater confidence that they are applying the right N rates and, where too much N was previously being applied, benefit from fertiliser cost saving and, where too little N was previously being applied, benefit from greater yields. There will also be potential benefits to the environment and society from reduced leaching and improved water quality, if applications more than optimal are identified and subsequently reduced. More efficient N use will also help to reduce associated greenhouse gas emissions per tonne. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"1100005"	"Sustainable Agriculture Research and Innovation Club (SARIC)"	"http://cereals.ahdb.org.uk/publications/2016/march/07/sustainable-agriculture-research-and-innovation-club-(saric).aspx"	"2014"	"2019"	"The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. The Sustainable Agriculture Research and Innovation Club (SARIC) is a joint BBSRC and NERC initiative to support innovative projects that will provide solutions to key challenges affecting the efficiency, productivity and sustainability of the UK crop and livestock sectors. The project The agricultural industry has a significant impact upon the UK’s economy and environment. The industry has around 150,000 businesses in the UK, which is 6% of the total, and employs 660,000 people. The sector contributes £9.9 billion to UK GDP through production of both livestock and crops. In 2014 the Utilised Agricultural Area was 17.2M hectares, which is 71% of land in the UK. SARIC was created as a public-private partnership that will enhance the efficiency, productivity and sustainability of our agricultural systems. The club will enable the UK research base to contribute to the substantial innovation opportunities connected with the sustainable intensification of agriculture. Over five years SARIC will invest in activities in the research base that translate existing knowledge and generate new insights to benefit the UK. The activities will bring together multidisciplinary teams in novel collaborations with expertise from the biological, environmental, economic and social sciences. The benefits BBSRC, NERC and ESRC have a strong record in managing collaborative research programmes, including the Research Innovation Club mechanism. Companies report a range of significant benefits from their engagement with the Research Councils: • Capacity to influence research in important strategic areas • Knowledge on the progress of relevant research projects and early access to results • Opportunity to work with leading researchers and to build strong relationships with them • Opportunity to identify the best potential industry recruits • Guidance on other Research Council activities and funding opportunities • Promotion of companies through relevant activities, objectives and outputs View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"RD-2012-3786"	"Platforms to test and demonstrate sustainable soil management: integration of major UK field experiments"	"http://cereals.ahdb.org.uk/publications/2012/june/13/platforms-to-test-and-demonstrate-sustainable-soil-management-integration-of-major-uk-field-experiments.aspx"	"2012"	"2016"	"  The problem Shifts in soil management can take many years to reach a new equilibrium before crop productivity benefits can be realised. The UK currently lacks information from robust experiments that address the agronomic, environmental and economic impacts of soil management practices. Without detailed scientific and economic data, collected in the UK under local weather conditions, growers and agronomists will face the following challenges: Project aims This project will make best use of existing soil management experimental platforms to build understanding from: 1. Defined tillage experiments at three locations that can (a) produce vastly different soil properties, (b) assess commercially-relevant cultivation systems and (c) assess performance of different cereal varieties. 2. Comparison of plough versus reduced tillage only, in larger-scale farm sustainability experiments. 3. Knowledge exchange events: through the Centre for Sustainable Cropping at the James Hutton Institute (JHI) as well as the NIAB TAG-based platforms (including the NIAB TAG Network membership as well as the National Agronomy Centre Initiative and Innovation Farm project), coupled with HGCAhosted events. Approach This project will quantify soil properties using state-of-the-art approaches, coupled with an assessment of economic and environmental benefits. Our soil physical tests assess: Carbon storage will be assessed for a range of soil management treatments as the JHI tillage trial found no differences between reduced tillage and ploughing. The performance of a range of cereal cultivars, including Recommended List entry varieties under different soil management practices will also be assessed. This includes analysis of nutrient capture, root system responses and a root phenomics laboratory assay using intact soil cores that provides a rapid assessment of cultivar performance. Benefits to the industry The targeted users and beneficiaries of this research are likely to be wide ranging. While it is expected that ultimately farmers will be among the primary end user beneficiaries it is also anticipated that benefits will be conferred to the following groups: View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"Dr. Paul Hallett"
"RD-2009-3476"	"Crop Improvement Research Club (CIRC)"	"http://cereals.ahdb.org.uk/publications/2010/january/01/crop-improvement-research-club-(circ).aspx"	"2010"	"2015"	"  The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. There is an urgent need to develop sustainable new crop varieties with greater yield potential with reduced inputs. The challenge for industry will be to achieve high yielding, cereal varieties that consistently produce high quality products that are safe, nutritious and meet end-user requirements. Therefore, BBSRC and the Scottish Government have brought together industry and the research community to support research efforts on oilseed rape, barley and wheat and their uses in food production through the development of the Crop Improvement Research Club. The project The project aims to: - Strengthen the UK research community in the areas of crop breeding, production and processing through interdisciplinary research and the provision of training - Ensure the exchange of knowledge between the science base and industry through effective networking between academic groups and companies - Develop a greater understanding of quality and yield traits and of the complex genetic and environmental factors affecting them through: The benefits This initiative has increased investment in research activity that would underpin the needs of the crop production and processing industry to address the challenge of maintaining food security. As no single organisation could hope to undertake the sort of research that CIRC enables, by clubbing together with the help of public funders, it is expected to make improvements across the industry. The anticipated output could help to reduce waste, improve quality and deliver cost savings benefitting wider society. To date, this programme is supporting 15 research projects and 10 four-year PhD studentships aligned with the funded projects. View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"RD-2008-3575"	"New wheat root ideotypes for improved resource use efficiency and yield performance in reduced input agriculture."	"http://cereals.ahdb.org.uk/publications/2012/march/12/new-wheat-root-ideotypes-for-improved-resource-use-efficiency-and-yield-performance-in-reduced-input-agriculture.aspx"	"2011"	"2015"	"The problem Cereals account for 70% of the world’s food production and in the UK, wheat is the single largest crop. Significant challenges for wheat breeding are to stabilise yield in a changing and less predictable climate; reduce dependence on limited water and mineral resources, and to reduce CO2 emissions. These considerations are tending to drive crop production towards reduced input regimes, particularly the use of NPK fertilisers. Although recent wheat prices have been very good, this has been partly offset by the rising prices of fertiliser which have doubled since 2006. Project aims The aim of this project is to determine the impact of wheat root growth and morphology on the efficiency of nutrient uptake and hence yield and to explore how this interacts with selected environmental and agronomic parameters. This project will assess the level of genetic variation for root development in a range of wheat genotypes in controlled environments and assess the performance of a sub-set of lines with contrasting root characters under field conditions. Benefits to the industry This project will add important information on the contribution of roots to the performance of the wheat crop in the UK. Significantly, it builds on an extensive body of existing research projects, each of which has benefited from wide-ranging engagement with industry. Since the impact of root growth and morphology on plant development in general and on crop yield in particular is a relatively under-developed field, the outputs from these studies will provide important data for future crop improvement programmes. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"NIAB TAG"
"218-0003"	"Deep rooting in a wheat double haploid population with introgression from wild emmer"	"http://cereals.ahdb.org.uk/publications/2014/may/29/deep-rooting-in-a-wheat-double-haploid-population-with-introgression-from-wild-emmer.aspx"	"2013"	"2016"	"Previous project title: Root systems for the sustainable intensification and resilience of wheat.   The challenge This project seeks to improve wheat yield and quality and its resilience to extreme weather events by increasing the proportion of the root system that is found at depth, below the plough layer. This development would lead to a more efficient use of crop biomass and improve the capture of water and soluble nutrients such as nitrate and sulphate that can otherwise be leached. Modern genetic, modelling and phenotyping techniques will be combined to help understand and optimise wheat root systems. The project The project builds upon previous AHDB Cereals & Oilseeds-funded work that showed cv. Shamrock to have greater rooting at depth and increased grain protein concentration. Shamrock had recent introgression of genetic material from wild emmer (Triticum dicoccoides) in its development which may well have contributed to its unusual rooting distribution. Following Shamrock, cvs Crusoe and Stigg have also been developed, both of which have recent introgression from wild emmer in their parentage. There is now a significant opportunity to understand this phenotype from a genetic perspective, following the production of the Shamrock x Shango doubled haploid mapping population. This project will involve three distinct work packages: The benefits Within the lifetime of the project, the beneficiaries are the researchers, breeders and other stakeholders in the wheat genetic improvement community (e.g. WGIN members). The target beneficiaries in the longer term are farmers and their customers: more resilient and efficient wheat production benefits producers through increasing business stability and improving competitive advantage. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"University of Reading"
"RD-2007-3386"	"Practical cost-effective techniques to reduce pollution from tramlines in combinable crops: a field and catchment scale evaluation"	"http://cereals.ahdb.org.uk/publications/2009/september/28/practical-cost-effective-techniques-to-reduce-pollution-from-tramlines-in-combinable-crops-a-field-and-catchment-scale-evaluation.aspx"	"2009"	"2014"	"VIDEO: Project Demonstration at Tillage 2011 The problem   Recent Defra-funded research has shown conclusively that over 80% of over-winter losses of suspended and total sediment, total phosphorus and total nitrogen in surface runoff, on moderate slopes, are associated with unvegetated and compacted tramline wheelings. Latest results show that disrupting compacted tramlines using a cultivator after spraying autumn-sown crops is a highly effective method for reducing runoff and associated pollutant losses Project aims   The project aims to design, prototype and test the efficacy of practical and cost effective engineering solutions for reducing runoff and associated diffuse pollution from tramline wheelings in combinable crops. Benefits to the industry   The main benefit to the industry is the development, evaluation and refinement of practical engineering solutions for tramline management which are both cost effective and fully compatible with agri-environmental policy. The project will also provide guidance for farmers on targeted management of tramlines in cereal cropping systems. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"2140033125"	"A review of the benefits, optimal crop management practices and knowledge gaps associated with different cover crop species"	"http://cereals.ahdb.org.uk/publications/2016/february/26/a-review-of-the-benefits,-optimal-crop-management-practices-and-knowledge-gaps-associated-with-different-cover-crop-species.aspx"	"2015"	"2016"	"The challenge There is a renewed interest in cover crops in the UK as a way to improve nutrient cycling, soil structure, weed control, increase soil organic matter and meet environmental regulations. However, there is a demand from growers for information on the benefits and returns from cover crops and guidance on species/mix selection, establishment, management and destruction of the cover crop. The project This review of relevant international, UK and unpublished literature will:        The benefits The overall aim of the review is to distil cover crop knowledge into practical guidance for growers, about optimum cover crop management for different farming systems and environments. View a printer friendly version of this publication"	"146"	"White, Charlotte"	"-1"	"-1"	"ADAS"
"RD-2012-3787"	"Improvement of soil structure and crop yield by adding organic matter to soil"	"http://cereals.ahdb.org.uk/publications/2012/june/13/improvement-of-soil-structure-and-crop-yield-by-adding-organic-matter-to-soil.aspx"	"2012"	"2016"	"  The problem Soil health is intimately linked with its living organisms but in order to thrive, soil organisms need food.  Farming exploits biological systems by appropriating plant growth for human use, so the volume and quality of crop residues are greatly reduced compared with organic matter (OM) in many natural ecosystems. For this reason, the biomass and activity of the soil organisms in farmed ecosystems is usually much less than in these natural ecosystems.    Project aims The main aim of this project is to find the minimum addition of external sources of organic matter, including making use of on-farm wastes such as straw, which brings about the maximum improvements in crop yield (grain and straw), and soil and environmental quality .   Three subsidiary aims are to : Approach     Soil quality is intimately linked with soil biology.  Certain organisms are more visible in their effects and experimental work has demonstrated a high degree of association between earthworm activity and crop yields.  Recent research at Rothamsted Research has shown that addition of Farm Yard Manure (FYM) can improve yield of barley grain and straw by more than 1 t/ha each within two years.  These results suggest that striking benefits from adding the right kind of organic matter can be achieved relatively rapidly in soils. The quality of such addition seems important because other long-term experiments on straw incorporation show little benefit following addition of far more organic carbon.    Benefits to the industry           The main target users of the information from this project are farmers and produce growers at the field scale.  This project will provide reliable guidance that shows how to raise yields over a period of a few years at relatively little outlay for a farmer. Increased yield of grain and straw also benefits the wider industry which has access to a greater volume of product, delivered with greater reliability.  Besides grain, farmers should see an increase in straw mass, which currently has a reasonable value for bedding or fuel. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"Andrew Whitmore"
"RD-2012-3785"	"Exploiting yield maps and soil management zones"	"http://cereals.ahdb.org.uk/publications/2012/june/13/exploiting-yield-maps-and-soil-management-zones.aspx"	"2013"	"2015"	"  The problem Increasingly, combine harvesters have yield monitors fitted as standard and many farmers are exploiting them to create yield maps for their fields. These maps contain important information about the variation of fields, but it is not clear how this information can be fully exploited for management decisions.   There are several difficulties associated with the generation and interpretation of yield maps. There are statistical ones in creating the maps, because the yield monitor data is often noisy and contain artifacts and there is no general consensus on the best analysis methods. When a low-yielding region is identified the farmer is often unsure how to respond because there are many factors which could limit the yield. There is also variation between maps from different seasons, so a single map does not capture the full variability. Project aims The main aim of this project is to determine when it is cost-effective for farmers to use yield maps and management zones to guide soil management decisions. The work will devise protocols for the robust and efficient implementation of yield maps and management zones. Approach This project will investigate existing yield maps and complementary soil data to determine the best methods of exploiting yield information and when this is costeffective. Clear guidelines will be produced so that farmers are able to analyse yield monitor data. Improved yield mapping software will also be produced and made freely available. However, this might be not possible if tests show that complex statistical algorithms are required. The researchers will coordinate with precision agriculture advisory companies so that they can implement the recommendations on behalf of levy payers. Benefits to the industry The eventual beneficiaries of the project outputs will be farmers who will benefit from an improved understanding of the variation within fields. The magnitude of these benefits, in terms of increased profit and reduced environmental impact, will be quantified during the project. Field experiments, conducted in HGCA Project 267 in 2002, suggested that the financial benefits of variable N management could be as much as £22/ha (£48/ha at current prices). View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"Prof. Andy Whitmore"
